b_X_Y,b_Z,b_U_X,b_U_Y,entropy_Y,entropy_X,entropy_Z,entropy_U,corr_X_Y,corr_X_Z,corr_Y_Z,ATE_true,causaloptim_bound_lower,causaloptim_bound_upper,causaloptim_bound_width,causaloptim_bound_valid
-5.0,-1.7799879893656314,-0.309564810384542,0.7553885485094686,0.6775782136857396,0.6238175238348482,0.6929471672244782,0.6915783599888489,-0.551471356770042,-0.3564391259142681,0.2036998284284064,-0.5749187870590186,-0.6533813525410164,-0.1001200480192077,0.5532613045218087,True
-4.995,0.5767261792416022,0.9028266007592703,0.246970538744592,0.4713934868100942,0.6461997616444423,0.6929471672244782,0.6931471805599453,-0.5975880482011153,0.1825967265215861,-0.1239226381048633,-0.5230551375207622,-0.7673469387755102,-0.0328131252500998,0.7345338135254104,True
-4.99,1.3981279036908814,-0.3693993789367829,-1.524937777384472,0.3939204149736461,0.6600115406504978,0.6923469670899615,0.6927551293225422,-0.4989482501368223,0.3289770888516887,-0.17439348676876,-0.3308246971754605,-0.5233974358974359,-0.1759615384615382,0.3474358974358976,True
-4.985,0.9755060806849014,-1.272198322807963,1.0087360059373194,0.6396999682785772,0.6926350931428009,0.6927551293225422,0.6926350931428009,-0.6666521601546624,0.2130886336604563,-0.1426773559926163,-0.6002460648747785,-0.7699956766104626,-0.0496389169108582,0.7203567596996044,True
-4.98,1.4201473748117657,-0.3959879692585896,0.1229986255920307,0.459043337139228,0.6410354778811556,0.6928591529055732,0.6930191750980527,-0.6238238039685532,0.2537310438835902,-0.1381709627318035,-0.5083236049821318,-0.7472464139344263,-0.1271772540983606,0.6200691598360656,True
-4.9750000000000005,0.808020642281472,-0.1767245411857423,0.4730176754261415,0.5688313232795487,0.6896150198775521,0.6917945705986355,0.6923469670899615,-0.6381171533755583,0.2375277002797171,-0.107124000094993,-0.5513754732598655,-0.7300380228136882,-0.1104265935088477,0.6196114293048405,True
-4.970000000000001,0.1620889239139833,-1.7957959842236657,0.247397812032126,0.6650347397855725,0.6341786357122057,0.6931471805599453,0.6931151802186033,-0.5517686386822298,0.0978280643135962,-0.0699766258995351,-0.5231519694530382,-0.7,0.184,0.884,True
-4.965000000000001,-0.7370035144853747,-0.5214684487842932,0.4925104436705298,0.6298478604603786,0.6696343095488462,0.6921788679764836,0.6892701675539441,-0.5558919705325146,-0.1696697735642546,0.0133804799471012,-0.5461202179485816,-0.6359832635983264,0.0449029320764999,0.6808861956748263,True
-4.960000000000001,-0.0367829111289896,0.4086179429224971,0.5074357767803596,0.575138476441581,0.6844097029195598,0.6915783599888489,0.6928591529055732,-0.6620798128048819,-0.0680937595612686,0.0075803024623021,-0.5542991314097557,-0.7907678479712378,0.0976502311248075,0.8884180790960453,True
-4.955000000000001,-0.1038559808236728,-0.467527785021288,0.5929858318672999,0.6620719312050138,0.674600230714884,0.6930751788318458,0.6929471672244782,-0.6138569378552824,-0.0553374680197483,-0.0072014762111568,-0.5636141135831795,-0.7371301467411308,0.170984621785537,0.9081147685266678,True
-4.950000000000001,-0.840843843199169,0.5816182616281673,1.2862135500397396,0.6436530712983656,0.6926350931428009,0.6926350931428009,0.6917945705986355,-0.6676358265967692,-0.2552373630597741,0.1621574600032125,-0.6326429092018445,-0.7630533666474469,-0.1106092638862195,0.6524441027612274,True
-4.945000000000001,0.2370184787502488,-0.1904910141036394,-1.5634131299519838,0.4976173033956744,0.6931151802186033,0.6915783599888489,0.6929471672244782,-0.500864027007325,0.1197437314522311,-0.0429490438502445,-0.3355127321173857,-0.6567796610169492,0.1376476630713918,0.794427324088341,True
-4.940000000000001,1.0007981983985177,1.0651846737986517,0.6703467643207575,0.4121587218658618,0.6003511877776578,0.6923469670899615,0.6929471672244782,-0.6071541095269098,0.1867090539189971,-0.1090052634930084,-0.5718905699821955,-0.7961538461538462,-0.0608974358974359,0.7352564102564103,True
-4.935000000000001,-1.3766341328132587,1.0979282731377848,1.3151132744035092,0.6298478604603786,0.6926350931428009,0.6928591529055732,0.6931391805386118,-0.6362916767470586,-0.3450440438985149,0.2389064217978662,-0.6270318873733792,-0.7300845286885246,-0.1769979508196719,0.5530865778688526,True
-4.9300000000000015,0.9601973918131216,-0.2628342573924496,0.577758968414971,0.544064595967142,0.6696343095488462,0.6931391805386118,0.6924990405193354,-0.6593097424269568,0.2654033536472951,-0.2147914589156032,-0.557901152327346,-0.7871485943775101,-0.1276660426566822,0.6594825517208278,True
-4.925000000000002,-0.6478357961622092,-1.395318415802132,-0.086299650835679,0.6327532106005813,0.6091601703774071,0.691994737783755,0.6930751788318458,-0.4365613001516028,-0.0444432490855311,0.026135335432014,-0.482179164409087,-0.6103021361216243,0.3374494836102381,0.9477516197318624,True
-4.920000000000002,0.4914484903344883,-1.3336361682015074,-2.603011975506393,0.4049634850639385,0.6678450503107634,0.6923469670899615,0.6877293893152671,-0.3094303567163244,0.157073897188458,-0.0623000250840975,-0.2585130326693712,-0.4624999999999999,0.2660256410256412,0.7285256410256411,True
-4.915000000000002,0.909630965726106,0.7913136742068047,-0.1373541412071642,0.4329770364122215,0.6238175238348482,0.6928591529055732,0.6931471805599453,-0.5613881071237473,0.2486859448427014,-0.1316165164054099,-0.4760397082420923,-0.7318135245901639,-0.0789574795081966,0.6528560450819673,True
-4.910000000000002,1.2920643185828165,1.041052010470256,-0.1015922731849024,0.4295851999835733,0.5709545676421635,0.690833395474842,0.6905529364152048,-0.6728916816187243,0.255529371174392,-0.1457097098650361,-0.4794562368370018,-0.8176367523428333,-0.1304913921975214,0.6871453601453118,True
-4.905000000000002,1.21932061917021,0.6960196081445522,0.7469950389670426,0.452700739679144,0.6039327503846452,0.6930191750980527,0.6923469670899615,-0.6408833048374867,0.2448792290504822,-0.185416220151031,-0.5812949676881317,-0.8144484988156968,-0.092631713718712,0.7218167850969848,True
-4.900000000000002,1.2506690584004043,3.7374635340322224,1.2308542573154757,0.3506764976200394,0.483309913758824,0.6924990405193354,0.6923469670899615,-0.6082252359924977,0.2427092797040279,-0.2158635672083491,-0.6259860393950238,-0.8143674201765488,-0.1164228840577386,0.6979445361188102,True
-4.895000000000002,-1.5047439467651151,0.7160542248317483,-0.4863375712431512,0.5792396338431507,0.6761223439739077,0.6931471805599453,0.6924990405193354,-0.4813410019661946,-0.3825312453683945,0.1765248106896097,-0.4364690299298981,-0.52,-0.1479999999999999,0.3720000000000001,True
-4.890000000000002,-1.244533704630081,-2.693451497708647,0.6998127177712882,0.6905529364152048,0.4891100242677579,0.6924990405193354,0.6928591529055732,-0.4433642148744048,-0.2106409001017141,0.0547695571926056,-0.574810042481071,-0.5945945945945946,0.1202678671558338,0.7148624617504284,True
-4.8850000000000025,0.3815491416870197,-0.3521922542495654,1.2145159033869866,0.6142154941618896,0.6921788679764836,0.6928591529055732,0.6889091903146469,-0.6297119023305727,0.1150885778957818,-0.0593584717096795,-0.6077080800095626,-0.7673539959016393,0.0881147540983606,0.85546875,True
-4.880000000000003,0.6823439914135474,0.6310340717191266,-1.1097354393863963,0.4429715044705052,0.6522587788817312,0.6927551293225422,0.6924990405193354,-0.5548240237957333,0.1169056218043126,-0.082909241226413,-0.3644945183287458,-0.7658804502730141,0.0824166146258666,0.8482970648988808,True
-4.875000000000003,-1.121106884794138,0.2115538193253207,0.7621509121933289,0.6659884092518018,0.6567924418440357,0.6931391805386118,0.6931391805386118,-0.5742793434923253,-0.2502275236621545,0.1676474330605784,-0.5787261893628026,-0.6867469879518072,-0.0299204787276595,0.6568265092241476,True
-4.870000000000003,-1.196099151167041,0.33519565475294,0.1974059904961639,0.6222638287869882,0.6768585467349507,0.6931151802186033,0.6905529364152048,-0.5464632033879261,-0.2384624057080894,0.0937036376839023,-0.5178693872136518,-0.6427931387608806,-0.0208653353814645,0.6219278033794161,True
-4.865000000000003,-0.2325422701128892,-1.1417692719682802,1.3199844351520782,0.6917945705986355,0.6436530712983656,0.6931151802186033,0.6896150198775521,-0.670558809678042,-0.0026272254485452,-0.0604997844822067,-0.6380225578458626,-0.7783538146441372,0.161226318484383,0.9395801331285204,True
-4.860000000000003,1.125462236599337,0.4339114142692256,0.6775374469626272,0.4891100242677579,0.6436530712983656,0.6889091903146469,0.6921788679764836,-0.6090241527591208,0.2375173960547181,-0.2099322818507066,-0.5736619099570894,-0.7838827838827839,-0.0944635393974602,0.6894192444853237,True
-4.855000000000003,0.1318315202103048,1.3472733045937122,0.8961807963201897,0.5294276643957023,0.63697526674802,0.6924990405193354,0.6929471672244782,-0.67268243575344,-0.0720847680479882,0.0529902412821183,-0.5898616989443446,-0.844406350630417,0.0813374132876207,0.9257437639180378,True
-4.850000000000003,1.0558171864204762,0.2432458137404315,2.576241718586903,0.5709545676421635,0.6486759339353328,0.6921788679764836,0.6928591529055732,-0.6469260694988705,0.2190423693794372,-0.143323105517871,-0.6682399221733979,-0.8000128248288686,-0.0094422802545727,0.7905705445742959,True
-4.845000000000003,-0.7163331090445237,-1.821748171628286,-0.6107122003253604,0.6056944697143358,0.6056944697143358,0.6930191750980527,0.6915783599888489,-0.4164305949008486,-0.1345586792579143,0.041059539559515,-0.4239658642951831,-0.5447154471544715,0.2474553485692338,0.7921707957237053,True
-4.840000000000003,-1.743388787267622,-0.0699412682423773,1.0985513106210112,0.6821548439839541,0.6191006644255871,0.690833395474842,0.6924990405193354,-0.5686926451999185,-0.4141105146693294,0.2939743966418686,-0.613710650579344,-0.688592049637524,-0.1564675057465721,0.5321245438909519,True
-4.835000000000004,-0.516872178072268,-2.968021106953958,0.3710005536298321,0.674600230714884,0.575138476441581,0.6917945705986355,0.6905529364152048,-0.4720194191610457,-0.0919459123611809,0.0265451190398463,-0.5330406069647863,-0.6286919831223629,0.2384206895445284,0.8671126726668913,True
-4.830000000000004,-2.272584147529145,-1.553098874467225,0.8535192656859775,0.6926350931428009,0.5139566706172256,0.6921788679764836,0.6924990405193354,-0.499337211579924,-0.3164306763610517,0.0907262843474459,-0.5840528374078958,-0.606694560669456,-0.0319658859552092,0.5747286747142468,True
-4.825000000000004,-0.5196864302340944,0.4954255345871489,-2.085847574293953,0.468347202293966,0.6930191750980527,0.6926350931428009,0.6929471672244782,-0.4370400772260633,-0.1275696539900329,0.0844953607257083,-0.3045862478845346,-0.6315266833237235,0.1822986738420142,0.8138253571657378,True
-4.820000000000004,1.843788487301643,1.0400765159929388,0.6587244833815904,0.4121587218658618,0.5510799280869728,0.6892701675539441,0.6923469670899615,-0.6498404334519431,0.2658980256485826,-0.1849210269489481,-0.5647790232710385,-0.824625902992776,-0.1213880288957687,0.7032378740970073,True
-4.815000000000004,0.95394463918115,1.5460418428690983,-0.6343468296350193,0.3825670275517958,0.5645217214043494,0.6930751788318458,0.6931151802186033,-0.6325041431455614,0.1773109438789426,-0.0911916283866828,-0.4177002673100384,-0.8219423596997967,-0.0527595973820227,0.7691827623177739,True
